"[Type: Postech2019_Src]","[Date: 08/28/19 00:52:14]","1614","41","3.0147940347111115"
"[Type: Postech2019_Src]","[Date: 08/28/19 00:54:16]","1143","40","3.0147940347111115"
"[Type: Postech2019_Src]","[Date: 08/28/19 01:16:23]","5395","125","1124.9612032208672"
"[Type: Postech2019_Src]","[Date: 08/28/19 01:17:25]","1166","85","0.02862196195254416"
"[Type: Postech2019_Src]","[Date: 08/29/19 09:30:19]","2719374","30","0.02862196195254416"
